ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
C51510,-22.88162,-43.2944,2026-04-07 16:11:32-03:00,0,624,2026-04-07 16:11:42-03:00,2026-04-07 16:12:04-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,10.0,22.0
D86744,-22.99945,-43.35692,2026-04-07 15:45:43-03:00,29,2338,2026-04-07 15:45:51-03:00,2026-04-07 15:46:19-03:00,2026-04-07 16:43:46,2026-04-07,15,45,Tuesday,8.0,28.0
B28543,-22.79817,-43.19015,2026-04-07 16:14:27-03:00,22,326,2026-04-07 16:14:33-03:00,2026-04-07 16:14:57-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,6.0,24.0
A63524,-22.97411,-43.18893,2026-04-07 16:32:40-03:00,18,104,2026-04-07 16:32:50-03:00,2026-04-07 16:33:08-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,10.0,18.0
C27059,-22.83052,-43.32653,2026-04-07 15:52:06-03:00,27,940,2026-04-07 15:52:11-03:00,2026-04-07 15:52:25-03:00,2026-04-07 16:43:46,2026-04-07,15,52,Tuesday,5.0,14.0
B28567,-22.88522,-43.22738,2026-04-07 16:22:20-03:00,0,321,2026-04-07 16:22:26-03:00,2026-04-07 16:22:37-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,6.0,11.0
A48056,-22.93491,-43.1882,2026-04-07 16:00:16-03:00,16,585,2026-04-07 16:00:31-03:00,2026-04-07 16:00:59-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,15.0,28.0
D13011,-22.87876,-43.46883,2026-04-07 16:36:55-03:00,0,SP801,2026-04-07 16:37:02-03:00,2026-04-07 16:37:30-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,7.0,28.0
D12132,-23.00262,-43.42408,2026-04-07 15:59:39-03:00,24,2335,2026-04-07 15:59:43-03:00,2026-04-07 15:59:58-03:00,2026-04-07 16:43:46,2026-04-07,15,59,Tuesday,4.0,15.0
D13172,-22.91554,-43.36115,2026-04-07 15:54:28-03:00,0,878,2026-04-07 15:54:35-03:00,2026-04-07 15:54:55-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,7.0,20.0
B11609,-22.90378,-43.2579,2026-04-07 16:24:19-03:00,29,SV363,2026-04-07 16:24:22-03:00,2026-04-07 16:24:34-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,3.0,12.0
D17512,-22.91649,-43.60834,2026-04-07 15:51:01-03:00,0,2307,2026-04-07 15:51:08-03:00,2026-04-07 15:51:33-03:00,2026-04-07 16:43:46,2026-04-07,15,51,Tuesday,7.0,25.0
D33303,-22.87842,-43.41588,2026-04-07 16:21:33-03:00,27,745,2026-04-07 16:21:39-03:00,2026-04-07 16:22:07-03:00,2026-04-07 16:43:46,2026-04-07,16,21,Tuesday,6.0,28.0
D13153,-22.98086,-43.49072,2026-04-07 16:42:23-03:00,0,613,2026-04-07 16:42:32-03:00,2026-04-07 16:42:39-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,9.0,7.0
C13135,-22.9306,-43.23788,2026-04-07 15:55:29-03:00,37,636,2026-04-07 15:55:39-03:00,2026-04-07 15:55:57-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,10.0,18.0
A48081,-22.91052,-43.2037,2026-04-07 16:02:12-03:00,12,415,2026-04-07 16:02:17-03:00,2026-04-07 16:02:31-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,5.0,14.0
D86349,-22.88557,-43.3996,2026-04-07 16:23:31-03:00,0,864,2026-04-07 16:23:37-03:00,2026-04-07 16:23:58-03:00,2026-04-07 16:43:46,2026-04-07,16,23,Tuesday,6.0,21.0
A71590,-22.93524,-43.19313,2026-04-07 16:06:35-03:00,15,133,2026-04-07 16:06:41-03:00,2026-04-07 16:07:07-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,6.0,26.0
B58210,-22.88479,-43.26824,2026-04-07 16:12:01-03:00,29,679,2026-04-07 16:12:08-03:00,2026-04-07 16:12:29-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,7.0,21.0
C50053,-22.9234,-43.23148,2026-04-07 15:50:21-03:00,27,302,2026-04-07 15:50:29-03:00,2026-04-07 15:50:34-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,8.0,5.0
A29085,-22.98073,-43.2238,2026-04-07 16:37:40-03:00,0,LECD130,2026-04-07 16:37:51-03:00,2026-04-07 16:38:21-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,11.0,30.0
A48072,-22.922,-43.19721,2026-04-07 16:17:18-03:00,0,201,2026-04-07 16:17:22-03:00,2026-04-07 16:17:51-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,4.0,29.0
B32586,-22.81816,-43.39309,2026-04-07 15:49:26-03:00,0,946,2026-04-07 15:49:34-03:00,2026-04-07 15:49:54-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,8.0,20.0
B27219,-22.8646,-43.33388,2026-04-07 16:31:03-03:00,0,928,2026-04-07 16:31:11-03:00,2026-04-07 16:31:17-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,8.0,6.0
C27083,-22.8055,-43.32206,2026-04-07 16:23:03-03:00,9,775,2026-04-07 16:23:14-03:00,2026-04-07 16:23:37-03:00,2026-04-07 16:43:46,2026-04-07,16,23,Tuesday,11.0,23.0
B32787,-22.8937,-43.27607,2026-04-07 16:14:42-03:00,20,687,2026-04-07 16:14:53-03:00,2026-04-07 16:14:55-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,11.0,2.0
B58214,-22.9003,-43.27956,2026-04-07 16:03:28-03:00,32,679,2026-04-07 16:03:32-03:00,2026-04-07 16:03:48-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,4.0,16.0
A71548,-22.9238,-43.23207,2026-04-07 15:43:37-03:00,30,217,2026-04-07 15:43:52-03:00,2026-04-07 15:44:08-03:00,2026-04-07 16:43:46,2026-04-07,15,43,Tuesday,15.0,16.0
B51637,-22.88226,-43.32713,2026-04-07 16:35:48-03:00,27,624,2026-04-07 16:35:59-03:00,2026-04-07 16:36:06-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,11.0,7.0
C27166,-22.83509,-43.27513,2026-04-07 16:02:01-03:00,27,630,2026-04-07 16:02:13-03:00,2026-04-07 16:02:39-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,12.0,26.0
C47752,-22.92874,-43.3201,2026-04-07 16:04:31-03:00,40,390,2026-04-07 16:04:37-03:00,2026-04-07 16:05:11-03:00,2026-04-07 16:43:46,2026-04-07,16,4,Tuesday,6.0,34.0
D53614,-22.88989,-43.48108,2026-04-07 15:50:00-03:00,27,SR393,2026-04-07 15:50:07-03:00,2026-04-07 15:50:32-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,7.0,25.0
B11607,-22.87774,-43.3628,2026-04-07 16:26:28-03:00,18,SV363,2026-04-07 16:26:38-03:00,2026-04-07 16:27:07-03:00,2026-04-07 16:43:46,2026-04-07,16,26,Tuesday,10.0,29.0
D33322,-22.8901,-43.44773,2026-04-07 15:58:33-03:00,30,794,2026-04-07 15:58:38-03:00,2026-04-07 15:58:56-03:00,2026-04-07 16:43:46,2026-04-07,15,58,Tuesday,5.0,18.0
D86346,-22.92435,-43.56908,2026-04-07 16:32:29-03:00,28,855,2026-04-07 16:32:38-03:00,2026-04-07 16:32:45-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,9.0,7.0
A29069,-22.9006,-43.24644,2026-04-07 16:05:02-03:00,37,275,2026-04-07 16:05:09-03:00,2026-04-07 16:05:10-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,7.0,1.0
D33219,-22.87508,-43.5811,2026-04-07 16:26:39-03:00,12,822,2026-04-07 16:26:44-03:00,2026-04-07 16:26:48-03:00,2026-04-07 16:43:46,2026-04-07,16,26,Tuesday,5.0,4.0
D33103,-22.89283,-43.61694,2026-04-07 15:50:54-03:00,15,754,2026-04-07 15:51:03-03:00,2026-04-07 15:51:11-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,9.0,8.0
B51635,-22.85946,-43.37474,2026-04-07 16:22:59-03:00,29,SV624,2026-04-07 16:23:05-03:00,2026-04-07 16:23:18-03:00,2026-04-07 16:43:46,2026-04-07,16,22,Tuesday,6.0,13.0
B28570,-22.83879,-43.23991,2026-04-07 16:25:53-03:00,26,321,2026-04-07 16:26:01-03:00,2026-04-07 16:26:11-03:00,2026-04-07 16:43:46,2026-04-07,16,25,Tuesday,8.0,10.0
A72060,-22.93439,-43.19607,2026-04-07 16:26:23-03:00,17,507,2026-04-07 16:26:27-03:00,2026-04-07 16:26:35-03:00,2026-04-07 16:43:46,2026-04-07,16,26,Tuesday,4.0,8.0
D33129,-22.91968,-43.68385,2026-04-07 16:12:18-03:00,33,804,2026-04-07 16:12:28-03:00,2026-04-07 16:12:50-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,10.0,22.0
B11550,-22.90803,-43.20994,2026-04-07 15:54:09-03:00,12,362,2026-04-07 15:54:13-03:00,2026-04-07 15:54:26-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,4.0,13.0
D87865,-22.91678,-43.60744,2026-04-07 15:50:23-03:00,0,2307,2026-04-07 15:50:30-03:00,2026-04-07 15:50:32-03:00,2026-04-07 16:43:46,2026-04-07,15,50,Tuesday,7.0,2.0
C30368,-22.93457,-43.35255,2026-04-07 16:41:17-03:00,10,766,2026-04-07 16:41:28-03:00,2026-04-07 16:41:37-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,11.0,9.0
D12064,-22.90244,-43.562,2026-04-07 16:02:04-03:00,0,895,2026-04-07 16:02:13-03:00,2026-04-07 16:02:31-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,9.0,18.0
D13041,-22.88905,-43.44675,2026-04-07 16:35:52-03:00,20,801,2026-04-07 16:35:58-03:00,2026-04-07 16:36:29-03:00,2026-04-07 16:43:46,2026-04-07,16,35,Tuesday,6.0,31.0
D17044,-22.91644,-43.60794,2026-04-07 16:16:20-03:00,0,849,2026-04-07 16:16:29-03:00,2026-04-07 16:16:47-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,9.0,18.0
A29025,-22.95462,-43.181,2026-04-07 16:00:49-03:00,20,474,2026-04-07 16:00:57-03:00,2026-04-07 16:01:05-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,8.0,8.0
D87830,-22.8549,-43.4866,2026-04-07 16:41:28-03:00,38,2339,2026-04-07 16:41:38-03:00,2026-04-07 16:42:07-03:00,2026-04-07 16:43:46,2026-04-07,16,41,Tuesday,10.0,29.0
B25567,-22.90518,-43.26968,2026-04-07 16:37:16-03:00,35,249,2026-04-07 16:37:20-03:00,2026-04-07 16:37:24-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,4.0,4.0
B32747,-22.81763,-43.39347,2026-04-07 16:34:47-03:00,0,384,2026-04-07 16:36:52-03:00,2026-04-07 16:36:53-03:00,2026-04-07 16:43:46,2026-04-07,16,34,Tuesday,125.0,1.0
C47644,-22.9784,-43.22536,2026-04-07 16:29:07-03:00,4,LECD137,2026-04-07 16:29:18-03:00,2026-04-07 16:29:49-03:00,2026-04-07 16:43:46,2026-04-07,16,29,Tuesday,11.0,31.0
B11625,-22.88172,-43.35908,2026-04-07 16:13:14-03:00,27,SV363,2026-04-07 16:13:20-03:00,2026-04-07 16:13:20-03:00,2026-04-07 16:43:46,2026-04-07,16,13,Tuesday,6.0,0.0
B58011,-22.8458,-43.26783,2026-04-07 16:27:11-03:00,0,313,2026-04-07 16:27:21-03:00,2026-04-07 16:27:48-03:00,2026-04-07 16:43:46,2026-04-07,16,27,Tuesday,10.0,27.0
C47577,-22.9157,-43.26743,2026-04-07 16:09:59-03:00,35,601,2026-04-07 16:10:04-03:00,2026-04-07 16:10:18-03:00,2026-04-07 16:43:46,2026-04-07,16,9,Tuesday,5.0,14.0
D86743,-23.00529,-43.4321,2026-04-07 16:15:08-03:00,0,2334,2026-04-07 16:15:18-03:00,2026-04-07 16:15:42-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,10.0,24.0
D12127,-22.90944,-43.20989,2026-04-07 16:15:58-03:00,10,2303,2026-04-07 16:16:04-03:00,2026-04-07 16:16:18-03:00,2026-04-07 16:43:46,2026-04-07,16,15,Tuesday,6.0,14.0
C12045,-23.00614,-43.31217,2026-04-07 16:17:35-03:00,0,2802SV,2026-04-07 16:17:36-03:00,2026-04-07 16:17:51-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,1.0,15.0
A48063,-22.94356,-43.17364,2026-04-07 16:19:46-03:00,53,415,2026-04-07 16:19:59-03:00,2026-04-07 16:20:24-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,13.0,25.0
D86008,-22.94074,-43.57578,2026-04-07 16:19:36-03:00,14,867,2026-04-07 16:19:44-03:00,2026-04-07 16:19:50-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,8.0,6.0
D86026,-22.89501,-43.49065,2026-04-07 16:21:40-03:00,0,918,2026-04-07 16:21:52-03:00,2026-04-07 16:21:54-03:00,2026-04-07 16:43:46,2026-04-07,16,21,Tuesday,12.0,2.0
A63534,-22.8992,-43.21146,2026-04-07 15:45:08-03:00,0,FORA DE OP,2026-04-07 15:45:16-03:00,2026-04-07 15:45:39-03:00,2026-04-07 16:43:46,2026-04-07,15,45,Tuesday,8.0,23.0
C47585,-22.91646,-43.2351,2026-04-07 16:36:01-03:00,30,600,2026-04-07 16:36:09-03:00,2026-04-07 16:36:29-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,8.0,20.0
D86090,-22.97821,-43.67896,2026-04-07 16:38:14-03:00,3,884,2026-04-07 16:38:18-03:00,2026-04-07 16:38:25-03:00,2026-04-07 16:43:46,2026-04-07,16,38,Tuesday,4.0,7.0
A48024,-22.98029,-43.21538,2026-04-07 16:24:49-03:00,44,426,2026-04-07 16:25:01-03:00,2026-04-07 16:25:30-03:00,2026-04-07 16:43:46,2026-04-07,16,24,Tuesday,12.0,29.0
B11551,-22.81065,-43.3711,2026-04-07 16:17:54-03:00,16,799,2026-04-07 16:17:56-03:00,2026-04-07 16:17:56-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,2.0,0.0
C47885,-22.95155,-43.34889,2026-04-07 16:02:46-03:00,0,306,2026-04-07 16:02:50-03:00,2026-04-07 16:03:08-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,4.0,18.0
D33043,-22.89509,-43.61529,2026-04-07 16:32:23-03:00,45,893,2026-04-07 16:32:32-03:00,2026-04-07 16:32:59-03:00,2026-04-07 16:43:46,2026-04-07,16,32,Tuesday,9.0,27.0
B32604,-22.88916,-43.42816,2026-04-07 15:54:53-03:00,12,799,2026-04-07 15:55:01-03:00,2026-04-07 15:55:31-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,8.0,30.0
D33075,-22.88161,-43.32536,2026-04-07 16:04:15-03:00,0,737,2026-04-07 16:04:18-03:00,2026-04-07 16:04:36-03:00,2026-04-07 16:43:46,2026-04-07,16,4,Tuesday,3.0,18.0
C47906,-22.90301,-43.18486,2026-04-07 16:38:22-03:00,32,2110,2026-04-07 16:38:37-03:00,2026-04-07 16:39:03-03:00,2026-04-07 16:43:46,2026-04-07,16,38,Tuesday,15.0,26.0
D17044,-22.90219,-43.56066,2026-04-07 16:33:05-03:00,5,849,2026-04-07 16:33:10-03:00,2026-04-07 16:33:38-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,5.0,28.0
A72088,-22.92046,-43.22211,2026-04-07 15:46:33-03:00,26,410,2026-04-07 15:48:27-03:00,2026-04-07 15:48:47-03:00,2026-04-07 16:43:46,2026-04-07,15,46,Tuesday,114.0,20.0
C30074,-22.99936,-43.30484,2026-04-07 15:45:43-03:00,61,557,2026-04-07 15:45:48-03:00,2026-04-07 15:46:10-03:00,2026-04-07 16:43:46,2026-04-07,15,45,Tuesday,5.0,22.0
A71569,-22.95637,-43.17732,2026-04-07 16:12:43-03:00,0,100,2026-04-07 16:14:39-03:00,2026-04-07 16:14:47-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,116.0,8.0
B28532,-22.81026,-43.21583,2026-04-07 16:26:12-03:00,11,321,2026-04-07 16:26:21-03:00,2026-04-07 16:26:41-03:00,2026-04-07 16:43:46,2026-04-07,16,26,Tuesday,9.0,20.0
B11627,-22.87868,-43.33509,2026-04-07 16:14:45-03:00,5,363,2026-04-07 16:14:55-03:00,2026-04-07 16:15:22-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,10.0,27.0
C47643,-22.91305,-43.40509,2026-04-07 16:05:40-03:00,0,600,2026-04-07 16:05:51-03:00,2026-04-07 16:06:12-03:00,2026-04-07 16:43:46,2026-04-07,16,5,Tuesday,11.0,21.0
B44640,-22.92547,-43.23262,2026-04-07 15:55:30-03:00,13,638,2026-04-07 15:55:38-03:00,2026-04-07 15:55:38-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,8.0,0.0
C47731,-22.97337,-43.18582,2026-04-07 16:42:18-03:00,0,552,2026-04-07 16:42:24-03:00,2026-04-07 16:42:39-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,6.0,15.0
D18503,-22.9017,-43.55811,2026-04-07 16:12:21-03:00,0,2336,2026-04-07 16:12:25-03:00,2026-04-07 16:12:34-03:00,2026-04-07 16:43:46,2026-04-07,16,12,Tuesday,4.0,9.0
B63024,-22.81755,-43.28929,2026-04-07 16:19:21-03:00,14,335,2026-04-07 16:19:25-03:00,2026-04-07 16:19:52-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,4.0,27.0
B32679,-22.8669,-43.3457,2026-04-07 16:02:38-03:00,0,946,2026-04-07 16:02:46-03:00,2026-04-07 16:03:10-03:00,2026-04-07 16:43:46,2026-04-07,16,2,Tuesday,8.0,24.0
D33156,-22.84821,-43.54441,2026-04-07 16:17:32-03:00,1,765,2026-04-07 16:17:37-03:00,2026-04-07 16:18:00-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,5.0,23.0
D33242,-22.87832,-43.49196,2026-04-07 16:28:52-03:00,0,746,2026-04-07 16:29:00-03:00,2026-04-07 16:29:23-03:00,2026-04-07 16:43:46,2026-04-07,16,28,Tuesday,8.0,23.0
C30017,-22.94261,-43.33195,2026-04-07 15:49:34-03:00,19,932,2026-04-07 15:49:38-03:00,2026-04-07 15:49:48-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,4.0,10.0
D33291,-22.89409,-43.55975,2026-04-07 16:40:42-03:00,30,796,2026-04-07 16:40:53-03:00,2026-04-07 16:41:15-03:00,2026-04-07 16:43:46,2026-04-07,16,40,Tuesday,11.0,22.0
D86027,-22.90724,-43.56289,2026-04-07 15:49:07-03:00,0,836,2026-04-07 15:49:12-03:00,2026-04-07 15:49:24-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,5.0,12.0
A29069,-22.88212,-43.26069,2026-04-07 15:49:09-03:00,16,275,2026-04-07 15:49:17-03:00,2026-04-07 15:49:18-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,8.0,1.0
A29036,-22.88909,-43.21732,2026-04-07 16:33:48-03:00,0,209,2026-04-07 16:33:58-03:00,2026-04-07 16:34:16-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,10.0,18.0
C30120,-22.95852,-43.38359,2026-04-07 16:33:07-03:00,0,954,2026-04-07 16:33:18-03:00,2026-04-07 16:33:25-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,11.0,7.0
C47768,-22.97976,-43.18924,2026-04-07 16:16:45-03:00,6,553,2026-04-07 16:16:48-03:00,2026-04-07 16:17:01-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,3.0,13.0
C30021,-23.0004,-43.35392,2026-04-07 15:55:31-03:00,30,565,2026-04-07 15:55:39-03:00,2026-04-07 15:55:57-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,8.0,18.0
D86149,-22.93665,-43.57798,2026-04-07 15:47:35-03:00,25,834,2026-04-07 15:47:38-03:00,2026-04-07 15:47:52-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,3.0,14.0
D53694,-22.87508,-43.46259,2026-04-07 16:19:18-03:00,0,369,2026-04-07 16:19:25-03:00,2026-04-07 16:19:40-03:00,2026-04-07 16:43:46,2026-04-07,16,19,Tuesday,7.0,15.0
D87830,-22.88956,-43.21572,2026-04-07 15:43:23-03:00,38,2339,2026-04-07 15:43:33-03:00,2026-04-07 15:43:54-03:00,2026-04-07 16:43:46,2026-04-07,15,43,Tuesday,10.0,21.0
B71053,-22.8877,-43.28347,2026-04-07 16:17:31-03:00,14,457,2026-04-07 16:17:39-03:00,2026-04-07 16:17:54-03:00,2026-04-07 16:43:46,2026-04-07,16,17,Tuesday,8.0,15.0
D86166,-22.92778,-43.55397,2026-04-07 16:16:58-03:00,0,836,2026-04-07 16:17:05-03:00,2026-04-07 16:17:15-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,7.0,10.0
D12120,-23.00621,-43.31207,2026-04-07 16:37:10-03:00,0,2802,2026-04-07 16:37:12-03:00,2026-04-07 16:37:45-03:00,2026-04-07 16:43:46,2026-04-07,16,37,Tuesday,2.0,33.0
B27216,-22.85708,-43.36595,2026-04-07 16:27:08-03:00,0,265,2026-04-07 16:27:17-03:00,2026-04-07 16:27:42-03:00,2026-04-07 16:43:46,2026-04-07,16,27,Tuesday,9.0,25.0
D13290,-22.90421,-43.35659,2026-04-07 16:11:52-03:00,0,353,2026-04-07 16:12:01-03:00,2026-04-07 16:12:23-03:00,2026-04-07 16:43:46,2026-04-07,16,11,Tuesday,9.0,22.0
B71011,-22.88406,-43.29137,2026-04-07 16:36:50-03:00,5,457,2026-04-07 16:36:56-03:00,2026-04-07 16:37:18-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,6.0,22.0
D13251,-22.90776,-43.31438,2026-04-07 16:16:28-03:00,56,614,2026-04-07 16:16:37-03:00,2026-04-07 16:17:00-03:00,2026-04-07 16:43:46,2026-04-07,16,16,Tuesday,9.0,23.0
D13049,-22.8824,-43.45086,2026-04-07 16:39:07-03:00,34,801,2026-04-07 16:39:10-03:00,2026-04-07 16:39:34-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,3.0,24.0
B32549,-22.90151,-43.17988,2026-04-07 16:33:50-03:00,7,296,2026-04-07 16:34:00-03:00,2026-04-07 16:34:20-03:00,2026-04-07 16:43:46,2026-04-07,16,33,Tuesday,10.0,20.0
B51504,-22.87696,-43.3699,2026-04-07 15:49:03-03:00,0,917,2026-04-07 15:49:10-03:00,2026-04-07 15:49:35-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,7.0,25.0
D86762,-23.01693,-43.47522,2026-04-07 16:31:13-03:00,42,2338,2026-04-07 16:31:23-03:00,2026-04-07 16:31:42-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,10.0,19.0
D86234,-22.99396,-43.59594,2026-04-07 16:31:18-03:00,0,883,2026-04-07 16:31:25-03:00,2026-04-07 16:31:43-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,7.0,18.0
B44501,-22.87746,-43.24168,2026-04-07 16:14:16-03:00,0,355,2026-04-07 16:14:34-03:00,2026-04-07 16:14:41-03:00,2026-04-07 16:43:46,2026-04-07,16,14,Tuesday,18.0,7.0
B71063,-22.88662,-43.28539,2026-04-07 16:00:40-03:00,0,LECD132,2026-04-07 16:00:52-03:00,2026-04-07 16:01:02-03:00,2026-04-07 16:43:46,2026-04-07,16,0,Tuesday,12.0,10.0
D13133,-22.87813,-43.43948,2026-04-07 15:55:53-03:00,0,803,2026-04-07 15:56:00-03:00,2026-04-07 15:56:27-03:00,2026-04-07 16:43:46,2026-04-07,15,55,Tuesday,7.0,27.0
C30189,-22.99921,-43.27054,2026-04-07 16:36:46-03:00,56,550,2026-04-07 16:36:52-03:00,2026-04-07 16:37:01-03:00,2026-04-07 16:43:46,2026-04-07,16,36,Tuesday,6.0,9.0
B11535,-22.88229,-43.33307,2026-04-07 15:51:33-03:00,20,363,2026-04-07 15:51:35-03:00,2026-04-07 15:51:53-03:00,2026-04-07 16:43:46,2026-04-07,15,51,Tuesday,2.0,18.0
C30237,-22.89743,-43.30193,2026-04-07 16:28:03-03:00,54,343,2026-04-07 16:28:46-03:00,2026-04-07 16:28:49-03:00,2026-04-07 16:43:46,2026-04-07,16,28,Tuesday,43.0,3.0
D13271,-22.95138,-43.39143,2026-04-07 16:39:24-03:00,14,861,2026-04-07 16:39:31-03:00,2026-04-07 16:40:06-03:00,2026-04-07 16:43:46,2026-04-07,16,39,Tuesday,7.0,35.0
B58031,-22.88254,-43.25369,2026-04-07 16:31:47-03:00,25,621,2026-04-07 16:31:52-03:00,2026-04-07 16:31:54-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,5.0,2.0
A29042,-22.86881,-43.29144,2026-04-07 16:42:42-03:00,0,LECD133,2026-04-07 16:42:47-03:00,2026-04-07 16:42:57-03:00,2026-04-07 16:43:46,2026-04-07,16,42,Tuesday,5.0,10.0
D33311,-22.89049,-43.42986,2026-04-07 15:54:03-03:00,15,741,2026-04-07 15:54:15-03:00,2026-04-07 15:54:18-03:00,2026-04-07 16:43:46,2026-04-07,15,54,Tuesday,12.0,3.0
C47968,-22.91683,-43.28103,2026-04-07 15:47:02-03:00,47,2110,2026-04-07 15:47:53-03:00,2026-04-07 15:48:14-03:00,2026-04-07 16:43:46,2026-04-07,15,47,Tuesday,51.0,21.0
C30193,-22.94993,-43.38326,2026-04-07 16:06:22-03:00,22,881,2026-04-07 16:06:32-03:00,2026-04-07 16:06:43-03:00,2026-04-07 16:43:46,2026-04-07,16,6,Tuesday,10.0,11.0
C50207,-22.92452,-43.2333,2026-04-07 16:10:02-03:00,0,608,2026-04-07 16:10:08-03:00,2026-04-07 16:10:30-03:00,2026-04-07 16:43:46,2026-04-07,16,10,Tuesday,6.0,22.0
D12072,-22.88888,-43.5602,2026-04-07 15:49:27-03:00,0,830,2026-04-07 15:49:33-03:00,2026-04-07 15:49:45-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,6.0,12.0
B25513,-22.91648,-43.26227,2026-04-07 16:28:50-03:00,32,232,2026-04-07 16:28:55-03:00,2026-04-07 16:29:14-03:00,2026-04-07 16:43:46,2026-04-07,16,28,Tuesday,5.0,19.0
D86053,-22.9019,-43.55546,2026-04-07 16:03:54-03:00,0,835,2026-04-07 16:04:00-03:00,2026-04-07 16:04:22-03:00,2026-04-07 16:43:46,2026-04-07,16,3,Tuesday,6.0,22.0
C30072,-22.9666,-43.18697,2026-04-07 15:49:09-03:00,0,557,2026-04-07 15:49:17-03:00,2026-04-07 15:49:46-03:00,2026-04-07 16:43:46,2026-04-07,15,49,Tuesday,8.0,29.0
D17142,-22.91598,-43.6323,2026-04-07 16:31:40-03:00,9,825,2026-04-07 16:31:48-03:00,2026-04-07 16:32:06-03:00,2026-04-07 16:43:46,2026-04-07,16,31,Tuesday,8.0,18.0
